"","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","sqmt_living","sqmt_living15","sqmt_lot","sqmt_lot15","sqmt_above","sqmt_basement"
"13","0114101516",2014-05-28,310000,3,1,1430,19901,1.5,FALSE,0,"4","7",1430,0,1927,0,"98028",47.7558,-122.229,1780,12697,132.85129,165.36734,1848.862603,1179.589391,132.85129,0
"14","6054650070",2014-10-07,4e+05,3,1.75,1370,9680,1,FALSE,0,"4","7",1370,0,1977,0,"98074",47.6127,-122.045,1370,10208,127.27711,127.27711,899.30104,948.353824,127.27711,0
"15","1175000570",2015-03-12,530000,5,2,1810,4850,1.5,FALSE,0,"3","7",1810,0,1900,0,"98107",47.67,-122.394,1360,4850,168.15443,126.34808,450.57955,450.57955,168.15443,0
"16","9297300055",2015-01-24,650000,4,3,2950,5000,2,FALSE,3,"3","9",1980,970,1979,0,"98126",47.5714,-122.375,2140,4000,274.06385,198.81242,464.515,371.612,183.94794,90.11591
"17","1875500060",2014-07-31,395000,3,2,1890,14040,2,FALSE,0,"3","7",1890,0,1994,0,"98019",47.7277,-121.962,1890,14018,175.58667,175.58667,1304.35812,1302.314254,175.58667,0
"18","6865200140",2014-05-29,485000,4,1,1600,4300,1.5,FALSE,0,"4","7",1600,0,1916,0,"98103",47.6648,-122.343,1610,4300,148.6448,149.57383,399.4829,399.4829,148.6448,0
"19","0016000397",2014-12-05,189000,2,1,1200,9850,1,FALSE,0,"4","7",1200,0,1921,0,"98002",47.3089,-122.21,1060,5095,111.4836,98.47718,915.09455,473.340785,111.4836,0
"20","7983200060",2015-04-24,230000,3,1,1250,9774,1,FALSE,0,"4","7",1250,0,1969,0,"98003",47.3343,-122.306,1280,8850,116.12875,118.91584,908.033922,822.19155,116.12875,0
"21","6300500875",2014-05-14,385000,4,1.75,1620,4980,1,FALSE,0,"4","7",860,760,1947,0,"98133",47.7025,-122.341,1400,4980,150.50286,130.0642,462.65694,462.65694,79.89658,70.60628
"22","2524049179",2014-08-26,2e+06,3,2.75,3050,44867,1,FALSE,4,"3","9",2330,720,1968,0,"98040",47.5316,-122.233,4110,20336,283.35415,381.83133,4168.278901,1889.275408,216.46399,66.89016
"23","7137970340",2014-07-03,285000,5,2.5,2270,6300,2,FALSE,0,"3","8",2270,0,1995,0,"98092",47.3266,-122.169,2240,7005,210.88981,208.10272,585.2889,650.785515,210.88981,0
"24","8091400200",2014-05-16,252700,2,1.5,1070,9643,1,FALSE,0,"3","7",1070,0,1985,0,"98030",47.3533,-122.166,1220,8386,99.40621,113.34166,895.863629,779.084558,99.40621,0
"25","3814700200",2014-11-20,329000,3,2.25,2450,6500,2,FALSE,0,"4","8",2450,0,1985,0,"98030",47.3739,-122.172,2200,6865,227.61235,204.3866,603.8695,637.779095,227.61235,0
"26","1202000200",2014-11-03,233000,3,2,1710,4697,1.5,FALSE,0,"5","6",1710,0,1941,0,"98002",47.3048,-122.218,1030,4705,158.86413,95.69009,436.365391,437.108615,158.86413,0
"27","1794500383",2014-06-26,937000,3,1.75,2450,2691,2,FALSE,0,"3","8",1750,700,1915,0,"98119",47.6386,-122.36,1760,3573,227.61235,163.50928,250.001973,331.942419,162.58025,65.0321
"28","3303700376",2014-12-01,667000,3,1,1400,1581,1.5,FALSE,0,"5","8",1400,0,1909,0,"98112",47.6221,-122.314,1860,3861,130.0642,172.79958,146.879643,358.698483,130.0642,0
"29","5101402488",2014-06-24,438000,3,1.75,1520,6380,1,FALSE,0,"3","7",790,730,1948,0,"98115",47.695,-122.304,1520,6235,141.21256,141.21256,592.72114,579.250205,73.39337,67.81919
"30","1873100390",2015-03-02,719000,4,2.5,2570,7173,2,FALSE,0,"3","8",2570,0,2005,0,"98052",47.7073,-122.11,2630,6026,238.76071,244.33489,666.393219,559.833478,238.76071,0
"31","8562750320",2014-11-10,580500,3,2.5,2320,3980,2,FALSE,0,"3","8",2320,0,2003,0,"98027",47.5391,-122.07,2580,3980,215.53496,239.68974,369.75394,369.75394,215.53496,0
"32","2426039314",2014-12-01,280000,2,1.5,1190,1265,3,FALSE,0,"3","7",1190,0,2005,0,"98133",47.7274,-122.357,1390,1756,110.55457,129.13517,117.522295,163.137668,110.55457,0
"33","0461000390",2014-06-24,687500,4,1.75,2330,5000,1.5,FALSE,0,"4","7",1510,820,1929,0,"98117",47.6823,-122.368,1460,5000,216.46399,135.63838,464.515,464.515,140.28353,76.18046
"34","7589200193",2014-11-10,535000,3,1,1090,3000,1.5,FALSE,0,"4","8",1090,0,1929,0,"98117",47.6889,-122.375,1570,5080,101.26427,145.85771,278.709,471.94724,101.26427,0
"35","7955080270",2014-12-03,322500,4,2.75,2060,6659,1,FALSE,0,"3","7",1280,780,1981,0,"98058",47.4276,-122.157,2020,8720,191.38018,187.66406,618.641077,810.11416,118.91584,72.46434
"36","9547205180",2014-06-13,696000,3,2.5,2300,3060,1.5,FALSE,0,"3","8",1510,790,1930,2002,"98115",47.6827,-122.31,1590,3264,213.6769,147.71577,284.28318,303.235392,140.28353,73.39337
"37","9435300030",2014-05-28,550000,4,1,1660,34848,1,FALSE,0,"1","5",930,730,1933,0,"98052",47.6621,-122.132,2160,11467,154.21898,200.67048,3237.483744,1065.318701,86.39979,67.81919
"38","2768000400",2014-12-30,640000,4,2,2360,6000,2,FALSE,0,"4","8",2360,0,1904,0,"98107",47.6702,-122.362,1730,4700,219.25108,160.72219,557.418,436.6441,219.25108,0
"39","7895500070",2015-02-13,240000,4,1,1220,8075,1,FALSE,0,"2","7",890,330,1969,0,"98001",47.3341,-122.282,1290,7800,113.34166,119.84487,750.191725,724.6434,82.68367,30.65799
"40","2078500320",2014-06-20,605000,4,2.5,2620,7553,2,FALSE,0,"3","8",2620,0,1996,0,"98056",47.5301,-122.18,2620,11884,243.40586,243.40586,701.696359,1104.059252,243.40586,0
"41","5547700270",2014-07-15,625000,4,2.5,2570,5520,2,FALSE,0,"3","9",2570,0,2000,0,"98074",47.6145,-122.027,2470,5669,238.76071,229.47041,512.82456,526.667107,238.76071,0
"42","7766200013",2014-08-11,775000,4,2.25,4220,24186,1,FALSE,0,"3","8",2600,1620,1984,0,"98166",47.445,-122.347,2410,30617,392.05066,223.89623,2246.951958,2844.411151,241.5478,150.50286
"43","7203220400",2014-07-07,861990,5,2.75,3595,5639,2,FALSE,0,"3","9",3595,0,2014,0,"98053",47.6848,-122.016,3625,5639,333.986285,336.773375,523.880017,523.880017,333.986285,0
"44","9270200160",2014-10-28,685000,3,1,1570,2280,2,FALSE,0,"3","7",1570,0,1922,0,"98119",47.6413,-122.364,1580,2640,145.85771,146.78674,211.81884,245.26392,145.85771,0
"45","1432701230",2014-07-29,309000,3,1,1280,9656,1,FALSE,0,"4","6",920,360,1959,0,"98058",47.4485,-122.175,1340,8808,118.91584,124.49002,897.071368,818.289624,85.47076,33.44508
"46","8035350320",2014-07-18,488000,3,2.5,3160,13603,2,FALSE,0,"3","8",3160,0,2003,0,"98019",47.7443,-121.977,3050,9232,293.57348,283.35415,1263.759509,857.680496,293.57348,0
"47","8945200830",2015-03-25,210490,3,1,990,8528,1,FALSE,0,"3","6",990,0,1966,0,"98023",47.3066,-122.371,1228,8840,91.97397,114.084884,792.276784,821.26252,91.97397,0
"48","4178300310",2014-07-16,785000,4,2.5,2290,13416,2,FALSE,0,"4","9",2290,0,1981,0,"98007",47.6194,-122.151,2680,13685,212.74787,248.98004,1246.386648,1271.377555,212.74787,0
"49","9215400105",2015-04-28,450000,3,1.75,1250,5963,1,FALSE,0,"4","7",1250,0,1953,0,"98115",47.6796,-122.301,970,5100,116.12875,90.11591,553.980589,473.8053,116.12875,0
"50","0822039084",2015-03-11,1350000,3,2.5,2753,65005,1,TRUE,2,"5","9",2165,588,1953,0,"98070",47.4041,-122.451,2680,72513,255.761959,248.98004,6039.159515,6736.675239,201.134995,54.626964
"51","5245600105",2014-09-16,228000,3,1,1190,9199,1,FALSE,0,"3","7",1190,0,1955,0,"98148",47.4258,-122.322,1190,9364,110.55457,110.55457,854.614697,869.943692,110.55457,0
"52","7231300125",2015-02-17,345000,5,2.5,3150,9134,1,FALSE,0,"4","8",1640,1510,1966,0,"98056",47.4934,-122.189,1990,9133,292.64445,184.87697,848.576002,848.483099,152.36092,140.28353
"53","7518505990",2014-12-31,6e+05,3,1.75,1410,4080,1,FALSE,0,"4","7",1000,410,1950,0,"98117",47.6808,-122.384,1410,4080,130.99323,130.99323,379.04424,379.04424,92.903,38.09023
"54","3626039271",2015-02-05,585000,2,1.75,1980,8550,1,FALSE,0,"3","7",990,990,1981,0,"98117",47.6989,-122.369,1480,6738,183.94794,137.49644,794.32065,625.980414,91.97397,91.97397
"55","4217401195",2015-03-03,920000,5,2.25,2730,6000,1.5,FALSE,0,"3","8",2130,600,1927,0,"98105",47.6571,-122.281,2730,6000,253.62519,253.62519,557.418,557.418,197.88339,55.7418
"56","9822700295",2014-05-12,885000,4,2.5,2830,5000,2,FALSE,0,"3","9",2830,0,1995,0,"98105",47.6597,-122.29,1950,5000,262.91549,181.16085,464.515,464.515,262.91549,0
"57","9478500640",2014-08-19,292500,4,2.5,2250,4495,2,FALSE,0,"3","7",2250,0,2008,0,"98042",47.3663,-122.114,2250,4500,209.03175,209.03175,417.598985,418.0635,209.03175,0
"58","2799800710",2015-04-07,301000,3,2.5,2420,4750,2,FALSE,0,"3","8",2420,0,2003,0,"98042",47.3663,-122.122,2690,4750,224.82526,249.90907,441.28925,441.28925,224.82526,0
"59","7922800400",2014-08-27,951000,5,3.25,3250,14342,2,FALSE,4,"4","8",3250,0,1968,0,"98008",47.588,-122.116,2960,11044,301.93475,274.99288,1332.414826,1026.020732,301.93475,0
"60","8079040320",2015-02-23,430000,4,3,1850,9976,2,FALSE,0,"3","8",1850,0,1991,0,"98059",47.5059,-122.149,2270,8542,171.87055,210.88981,926.800328,793.577426,171.87055,0
"61","1516000055",2014-12-10,650000,3,2.25,2150,21235,1,FALSE,3,"4","8",1590,560,1959,0,"98166",47.4336,-122.339,2570,18900,199.74145,238.76071,1972.795205,1755.8667,147.71577,52.02568
"62","9558200045",2014-08-28,289000,3,1.75,1260,8400,1,FALSE,0,"3","7",1260,0,1954,0,"98148",47.4366,-122.335,1290,8750,117.05778,119.84487,780.3852,812.90125,117.05778,0
"63","5072410070",2014-10-21,505000,3,1.75,2519,8690,2,FALSE,0,"5","8",2519,0,1973,0,"98166",47.4428,-122.344,2500,9500,234.022657,232.2575,807.32707,882.5785,234.022657,0
"64","9528102996",2014-12-07,549000,3,1.75,1540,1044,3,FALSE,0,"3","8",1540,0,2014,0,"98115",47.6765,-122.32,1580,3090,143.07062,146.78674,96.990732,287.07027,143.07062,0
"65","1189001180",2014-06-03,425000,3,2.25,1660,6000,1,FALSE,0,"3","7",1110,550,1979,0,"98122",47.6113,-122.297,1440,4080,154.21898,133.78032,557.418,379.04424,103.12233,51.09665
"66","3253500160",2014-11-20,317625,3,2.75,2770,3809,1.5,FALSE,0,"5","7",1770,1000,1925,0,"98144",47.5747,-122.304,1440,4000,257.34131,133.78032,353.867527,371.612,164.43831,92.903
"67","3394100030",2014-09-09,975000,4,2.5,2720,11049,2,FALSE,0,"3","10",2720,0,1989,0,"98004",47.5815,-122.192,2750,11049,252.69616,255.48325,1026.485247,1026.485247,252.69616,0
"68","3717000160",2014-10-09,287000,4,2.5,2240,4648,2,FALSE,0,"3","7",2240,0,2005,0,"98001",47.3378,-122.257,2221,4557,208.10272,206.337563,431.813144,423.358971,208.10272,0
"69","1274500060",2014-08-25,204000,3,1,1000,12070,1,FALSE,0,"4","7",1000,0,1968,0,"98042",47.3621,-122.11,1010,12635,92.903,93.83203,1121.33921,1173.829405,92.903,0
"70","1802000060",2014-06-12,1325000,5,2.25,3200,20158,1,FALSE,0,"3","8",1600,1600,1965,0,"98004",47.6303,-122.215,3390,20158,297.2896,314.94117,1872.738674,1872.738674,148.6448,148.6448
"71","1525059190",2014-09-12,1040000,5,3.25,4770,50094,1,FALSE,0,"4","11",3070,1700,1973,0,"98005",47.6525,-122.16,3530,38917,443.14731,327.94759,4653.882882,3615.506051,285.21221,157.9351
"72","1049000060",2015-01-05,325000,3,2,1260,5612,1,FALSE,0,"4","7",1260,0,1972,0,"98034",47.7362,-122.179,1640,4745,117.05778,152.36092,521.371636,440.824735,117.05778,0
"73","8820901275",2014-06-10,571000,4,2,2750,7807,1.5,FALSE,0,"5","7",2250,500,1916,0,"98125",47.7168,-122.287,1510,7807,255.48325,140.28353,725.293721,725.293721,209.03175,46.4515
"74","5416510140",2014-07-10,360000,4,2.5,2380,5000,2,FALSE,0,"3","8",2380,0,2005,0,"98038",47.3608,-122.036,2420,5000,221.10914,224.82526,464.515,464.515,221.10914,0
"75","3444100400",2015-03-16,349000,3,1.75,1790,50529,1,FALSE,0,"5","7",1090,700,1965,0,"98042",47.3511,-122.073,1940,50529,166.29637,180.23182,4694.295687,4694.295687,101.26427,65.0321
"76","3276920270",2014-11-05,832500,4,4,3430,35102,2,FALSE,0,"4","10",2390,1040,1986,0,"98075",47.5822,-121.987,3240,35020,318.65729,301.00572,3261.081106,3253.46306,222.03817,96.61912
"77","4036801170",2014-10-13,380000,4,1.75,1760,7300,1,FALSE,0,"3","7",880,880,1956,0,"98008",47.6034,-122.125,1680,7500,163.50928,156.07704,678.1919,696.7725,81.75464,81.75464
"78","2391600320",2015-04-20,480000,3,1,1040,5060,1,FALSE,0,"3","7",1040,0,1941,0,"98116",47.5636,-122.394,890,5060,96.61912,82.68367,470.08918,470.08918,96.61912,0
"79","6300000287",2014-06-09,410000,3,1,1410,5060,1,FALSE,0,"4","7",910,500,1956,0,"98133",47.7073,-122.34,1130,5693,130.99323,104.98039,470.08918,528.896779,84.54173,46.4515
"80","1531000030",2015-03-23,720000,4,2.5,3450,39683,2,FALSE,0,"3","10",3450,0,2002,0,"98010",47.342,-122.025,3350,39750,320.51535,311.22505,3686.669749,3692.89425,320.51535,0
"81","5104520400",2014-12-02,390000,3,2.5,2350,5100,2,FALSE,0,"3","8",2350,0,2003,0,"98038",47.3512,-122.008,2350,5363,218.32205,218.32205,473.8053,498.238789,218.32205,0
"82","7437100340",2014-12-22,360000,4,2.5,1900,5889,2,FALSE,0,"3","7",1900,0,1992,0,"98038",47.349,-122.031,1870,6405,176.5157,173.72861,547.105767,595.043715,176.5157,0
"83","9418400240",2014-10-28,355000,2,1,2020,6720,1,FALSE,0,"3","7",1010,1010,1948,0,"98118",47.5474,-122.291,1720,6720,187.66406,159.79316,624.30816,624.30816,93.83203,93.83203
"84","1523059105",2015-01-28,356000,3,1.5,1680,8712,1,FALSE,0,"3","8",1680,0,1964,0,"98059",47.4811,-122.149,1850,8797,156.07704,171.87055,809.370936,817.267691,156.07704,0
"85","1133000671",2014-06-02,315000,3,1,960,6634,1,FALSE,0,"3","6",960,0,1952,0,"98125",47.7264,-122.31,1570,7203,89.18688,145.85771,616.318502,669.180309,89.18688,0
"86","4232902595",2014-11-14,940000,3,1.5,2140,3600,2,FALSE,0,"3","9",1900,240,1925,0,"98119",47.6337,-122.365,2020,4800,198.81242,187.66406,334.4508,445.9344,176.5157,22.29672
"87","2599001200",2014-11-03,305000,5,2.25,2660,8400,1.5,FALSE,0,"5","7",2660,0,1961,0,"98092",47.2909,-122.189,1590,8165,247.12198,147.71577,780.3852,758.552995,247.12198,0
"88","3342103156",2014-06-18,461000,3,3.25,2770,6278,2,FALSE,0,"3","9",1980,790,2006,0,"98056",47.5228,-122.199,1900,7349,257.34131,176.5157,583.245034,682.744147,183.94794,73.39337
"89","1332700270",2014-05-19,215000,2,2.25,1610,2040,2,FALSE,0,"4","7",1610,0,1979,0,"98056",47.518,-122.194,1950,2025,149.57383,181.16085,189.52212,188.128575,149.57383,0
"90","3869900162",2014-09-04,335000,2,1.75,1030,1066,2,FALSE,0,"3","7",765,265,2006,0,"98136",47.5394,-122.387,1030,1106,95.69009,95.69009,99.034598,102.750718,71.070795,24.619295
"91","2791500270",2014-05-22,243500,4,2.5,1980,7403,2,FALSE,0,"3","7",1980,0,1988,0,"98023",47.2897,-122.372,1980,7510,183.94794,183.94794,687.760909,697.70153,183.94794,0
"92","5036300431",2015-03-11,1099880,5,2.75,3520,6353,2,FALSE,0,"4","10",3520,0,2001,0,"98199",47.6506,-122.391,2520,6250,327.01856,234.11556,590.212759,580.64375,327.01856,0
"93","4168000060",2015-02-26,153000,3,1,1200,10500,1,FALSE,0,"3","7",1200,0,1962,0,"98023",47.322,-122.351,1350,10500,111.4836,125.41905,975.4815,975.4815,111.4836,0
"94","6021501535",2014-07-25,430000,3,1.5,1580,5000,1,FALSE,0,"3","8",1290,290,1939,0,"98117",47.687,-122.386,1570,4500,146.78674,145.85771,464.515,418.0635,119.84487,26.94187
"95","6021501535",2014-12-23,7e+05,3,1.5,1580,5000,1,FALSE,0,"3","8",1290,290,1939,0,"98117",47.687,-122.386,1570,4500,146.78674,145.85771,464.515,418.0635,119.84487,26.94187
"96","1483300570",2014-09-08,905000,4,2.5,3300,10250,1,FALSE,0,"3","7",2390,910,1946,1991,"98040",47.5873,-122.249,1950,6045,306.5799,181.16085,952.25575,561.598635,222.03817,84.54173
"97","3422049190",2015-03-30,247500,3,1.75,1960,15681,1,FALSE,0,"3","7",1960,0,1967,0,"98032",47.3576,-122.277,1750,15616,182.08988,162.58025,1456.811943,1450.773248,182.08988,0
"98","1099611230",2014-09-12,199000,4,1.5,1160,6400,1,FALSE,0,"4","7",1160,0,1975,0,"98023",47.3036,-122.378,1160,6400,107.76748,107.76748,594.5792,594.5792,107.76748,0
"99","0722079104",2014-07-11,314000,3,1.75,1810,41800,1,FALSE,0,"5","7",1210,600,1980,0,"98038",47.4109,-121.958,1650,135036,168.15443,153.28995,3883.3454,12545.249508,112.41263,55.7418
"100","7338200240",2014-05-16,437500,3,2.5,2320,36847,2,FALSE,2,"3","9",2320,0,1992,0,"98045",47.4838,-121.714,2550,35065,215.53496,236.90265,3423.196841,3257.643695,215.53496,0
"101","1952200240",2014-06-11,850830,3,2.5,2070,13241,1.5,FALSE,0,"5","9",1270,800,1910,0,"98102",47.6415,-122.315,2200,4500,192.30921,204.3866,1230.128623,418.0635,117.98681,74.3224
"102","5200100125",2014-10-27,555000,3,2,1980,3478,1.5,FALSE,0,"4","7",1440,540,1929,0,"98117",47.6775,-122.372,1610,3478,183.94794,149.57383,323.116634,323.116634,133.78032,50.16762
"103","7214720075",2014-12-12,699950,3,2.25,2190,107593,2,FALSE,0,"4","8",2190,0,1983,0,"98077",47.7731,-122.08,2570,47777,203.45757,238.76071,9995.712479,4438.626631,203.45757,0
"104","2450000295",2014-10-07,1088000,3,2.5,2920,8113,2,FALSE,0,"3","8",2920,0,1950,2010,"98004",47.5814,-122.196,2370,8113,271.27676,220.18011,753.722039,753.722039,271.27676,0
"105","6197800045",2014-09-24,290000,3,1,1210,33919,1,FALSE,0,"3","7",1210,0,1954,0,"98058",47.4375,-122.184,1640,14910,112.41263,152.36092,3151.176857,1385.18373,112.41263,0
"106","1328310370",2015-04-02,375000,3,2.5,2340,10005,1,FALSE,0,"4","8",1460,880,1978,0,"98058",47.4431,-122.133,2250,8162,217.39302,209.03175,929.494515,758.274286,135.63838,81.75464
"107","0546000875",2014-05-23,460000,3,1,1670,4005,1.5,FALSE,0,"4","7",1170,500,1939,0,"98117",47.6878,-122.38,1240,4005,155.14801,115.19972,372.076515,372.076515,108.69651,46.4515
"108","3530510041",2014-07-23,188500,2,1.75,1240,2493,1,FALSE,0,"4","8",1240,0,1985,0,"98198",47.3813,-122.322,1270,4966,115.19972,117.98681,231.607179,461.356298,115.19972,0
"109","1853000400",2015-03-05,680000,4,2.5,3140,28037,2,FALSE,0,"4","10",3140,0,1991,0,"98077",47.7304,-122.082,2990,35001,291.71542,277.77997,2604.721411,3251.697903,291.71542,0
"110","3134100116",2014-08-27,470000,5,1.75,2030,12342,2,FALSE,0,"4","7",2030,0,1942,0,"98052",47.6417,-122.109,2500,9433,188.59309,232.2575,1146.608826,876.353999,188.59309,0
"111","9545230140",2014-07-25,597750,4,2.5,2310,9624,2,FALSE,0,"3","8",2310,0,1984,0,"98027",47.5386,-122.053,1940,9636,214.60593,180.23182,894.098472,895.213308,214.60593,0
"112","3362400511",2015-03-04,570000,3,1.75,1260,3328,1,FALSE,0,"5","6",700,560,1905,0,"98103",47.6823,-122.349,1380,3536,117.05778,128.20614,309.181184,328.505008,65.0321,52.02568
"113","2525310310",2014-09-16,272500,3,1.75,1540,12600,1,FALSE,0,"4","7",1160,380,1980,0,"98038",47.3624,-122.031,1540,11656,143.07062,143.07062,1170.5778,1082.877368,107.76748,35.30314
"114","6126500060",2014-11-24,329950,3,1.75,2080,5969,1,FALSE,2,"3","7",1080,1000,1971,0,"98108",47.5474,-122.295,2090,5500,193.23824,194.16727,554.538007,510.9665,100.33524,92.903
"115","8961960160",2014-10-28,480000,4,2.5,3230,16171,2,FALSE,3,"3","9",2520,710,2001,0,"98001",47.3183,-122.253,2640,8517,300.07669,245.26392,1502.334413,791.254851,234.11556,65.96113
"116","3626039325",2014-11-21,740500,3,3.5,4380,6350,2,FALSE,0,"3","8",2780,1600,1900,1999,"98117",47.6981,-122.368,1830,6350,406.91514,170.01249,589.93405,589.93405,258.27034,148.6448
"117","3362400431",2014-06-26,518500,3,3.5,1590,1102,3,FALSE,0,"3","8",1590,0,2010,0,"98103",47.6824,-122.347,1620,3166,147.71577,150.50286,102.379106,294.130898,147.71577,0
"118","4060000240",2014-06-23,205425,2,1,880,6780,1,FALSE,0,"4","6",880,0,1945,0,"98178",47.5009,-122.248,1190,6780,81.75464,110.55457,629.88234,629.88234,81.75464,0
"119","3454800060",2015-01-08,171800,4,2,1570,9600,1,FALSE,0,"3","6",1570,0,1950,0,"98168",47.4965,-122.303,1880,9000,145.85771,174.65764,891.8688,836.127,145.85771,0
"120","1695900060",2015-05-11,535000,4,1,1610,2982,1.5,FALSE,0,"4","7",1610,0,1925,0,"98144",47.587,-122.294,1610,4040,149.57383,149.57383,277.036746,375.32812,149.57383,0
"121","7278700070",2015-01-02,660000,3,2.5,2400,6474,1,FALSE,2,"3","8",1560,840,1964,0,"98177",47.7728,-122.386,2340,10856,222.9672,217.39302,601.454022,1008.554968,144.92868,78.03852
"122","6675500070",2014-11-19,391500,3,2,1450,9132,1,FALSE,0,"3","7",1450,0,1987,0,"98034",47.7288,-122.226,1580,9104,134.70935,146.78674,848.390196,845.788912,134.70935,0
"123","3626039187",2015-04-06,395000,2,1,770,6000,1,FALSE,0,"3","6",770,0,1953,0,"98117",47.6999,-122.364,1710,6000,71.53531,158.86413,557.418,557.418,71.53531,0
"124","3524049083",2014-11-04,445000,4,1.75,2100,4400,1.5,FALSE,0,"5","7",1720,380,1924,0,"98118",47.5299,-122.266,1850,4400,195.0963,171.87055,408.7732,408.7732,159.79316,35.30314
"125","3275860240",2014-06-18,770000,3,2.25,2910,10204,2,FALSE,0,"3","9",2910,0,1990,0,"98052",47.6897,-122.098,2700,13992,270.34773,250.8381,947.982212,1299.898776,270.34773,0
"126","4389200955",2015-03-02,1450000,4,2.75,2750,17789,1.5,FALSE,0,"3","8",1980,770,1914,1992,"98004",47.6141,-122.212,3060,11275,255.48325,284.28318,1652.651467,1047.481325,183.94794,71.53531
"127","4058801670",2014-07-17,445000,3,2.25,2100,8201,1,FALSE,2,"3","8",1620,480,1967,0,"98178",47.5091,-122.244,2660,8712,195.0963,247.12198,761.897503,809.370936,150.50286,44.59344
"128","8732020310",2014-07-17,260000,4,2.25,2160,8811,1,FALSE,0,"3","8",1360,800,1978,0,"98023",47.3129,-122.39,2090,8400,200.67048,194.16727,818.568333,780.3852,126.34808,74.3224
"129","2331300505",2014-06-13,822500,5,3.5,2320,4960,2,FALSE,0,"5","7",1720,600,1926,0,"98103",47.6763,-122.352,1700,4960,215.53496,157.9351,460.79888,460.79888,159.79316,55.7418
"130","7853210060",2015-04-06,430000,4,2.5,2070,4310,2,FALSE,0,"3","7",2070,0,2004,0,"98065",47.5319,-121.85,1970,3748,192.30921,183.01891,400.41193,348.200444,192.30921,0
"131","3668000070",2015-01-05,212000,3,1.75,1060,7875,1,FALSE,0,"4","7",1060,0,1986,0,"98092",47.2761,-122.152,1420,7680,98.47718,131.92226,731.611125,713.49504,98.47718,0
"132","9545240070",2015-04-28,660500,4,2.25,2010,9603,1,FALSE,0,"3","8",1440,570,1986,0,"98027",47.5343,-122.054,2060,9793,186.73503,191.38018,892.147509,909.799079,133.78032,52.95471
"133","1243100136",2014-06-12,784000,3,3.5,3950,111078,1.5,FALSE,0,"3","9",2460,1490,1989,0,"98052",47.697,-122.072,2480,88500,366.96685,230.39944,10319.479434,8221.9155,228.54138,138.42547
"134","8929000270",2014-05-12,453246,3,2.5,2010,2287,2,FALSE,0,"3","8",1390,620,2014,0,"98029",47.5517,-121.998,1690,1662,186.73503,157.00607,212.469161,154.404786,129.13517,57.59986
