"","id","date","price","bedrooms","bathrooms","floors","waterfront","view","condition","grade","yr_built","yr_renovated","zipcode","lat","long","sqmt_living","sqmt_living15","sqmt_lot","sqmt_lot15","sqmt_above","sqmt_basement"
"26","1202000200",2014-11-03,233000,3,2,1.5,FALSE,0,"5","6",1941,0,"98002",47.3048,-122.218,158.86413,95.69009,436.365391,437.108615,158.86413,0
"27","1794500383",2014-06-26,937000,3,1.75,2,FALSE,0,"3","8",1915,0,"98119",47.6386,-122.36,227.61235,163.50928,250.001973,331.942419,162.58025,65.0321
"28","3303700376",2014-12-01,667000,3,1,1.5,FALSE,0,"5","8",1909,0,"98112",47.6221,-122.314,130.0642,172.79958,146.879643,358.698483,130.0642,0
"29","5101402488",2014-06-24,438000,3,1.75,1,FALSE,0,"3","7",1948,0,"98115",47.695,-122.304,141.21256,141.21256,592.72114,579.250205,73.39337,67.81919
"30","1873100390",2015-03-02,719000,4,2.5,2,FALSE,0,"3","8",2005,0,"98052",47.7073,-122.11,238.76071,244.33489,666.393219,559.833478,238.76071,0
"31","8562750320",2014-11-10,580500,3,2.5,2,FALSE,0,"3","8",2003,0,"98027",47.5391,-122.07,215.53496,239.68974,369.75394,369.75394,215.53496,0
"32","2426039314",2014-12-01,280000,2,1.5,3,FALSE,0,"3","7",2005,0,"98133",47.7274,-122.357,110.55457,129.13517,117.522295,163.137668,110.55457,0
"33","0461000390",2014-06-24,687500,4,1.75,1.5,FALSE,0,"4","7",1929,0,"98117",47.6823,-122.368,216.46399,135.63838,464.515,464.515,140.28353,76.18046
"34","7589200193",2014-11-10,535000,3,1,1.5,FALSE,0,"4","8",1929,0,"98117",47.6889,-122.375,101.26427,145.85771,278.709,471.94724,101.26427,0
"35","7955080270",2014-12-03,322500,4,2.75,1,FALSE,0,"3","7",1981,0,"98058",47.4276,-122.157,191.38018,187.66406,618.641077,810.11416,118.91584,72.46434
"36","9547205180",2014-06-13,696000,3,2.5,1.5,FALSE,0,"3","8",1930,2002,"98115",47.6827,-122.31,213.6769,147.71577,284.28318,303.235392,140.28353,73.39337
"37","9435300030",2014-05-28,550000,4,1,1,FALSE,0,"1","5",1933,0,"98052",47.6621,-122.132,154.21898,200.67048,3237.483744,1065.318701,86.39979,67.81919
"38","2768000400",2014-12-30,640000,4,2,2,FALSE,0,"4","8",1904,0,"98107",47.6702,-122.362,219.25108,160.72219,557.418,436.6441,219.25108,0
"39","7895500070",2015-02-13,240000,4,1,1,FALSE,0,"2","7",1969,0,"98001",47.3341,-122.282,113.34166,119.84487,750.191725,724.6434,82.68367,30.65799
"40","2078500320",2014-06-20,605000,4,2.5,2,FALSE,0,"3","8",1996,0,"98056",47.5301,-122.18,243.40586,243.40586,701.696359,1104.059252,243.40586,0
"41","5547700270",2014-07-15,625000,4,2.5,2,FALSE,0,"3","9",2000,0,"98074",47.6145,-122.027,238.76071,229.47041,512.82456,526.667107,238.76071,0
"42","7766200013",2014-08-11,775000,4,2.25,1,FALSE,0,"3","8",1984,0,"98166",47.445,-122.347,392.05066,223.89623,2246.951958,2844.411151,241.5478,150.50286
"43","7203220400",2014-07-07,861990,5,2.75,2,FALSE,0,"3","9",2014,0,"98053",47.6848,-122.016,333.986285,336.773375,523.880017,523.880017,333.986285,0
"44","9270200160",2014-10-28,685000,3,1,2,FALSE,0,"3","7",1922,0,"98119",47.6413,-122.364,145.85771,146.78674,211.81884,245.26392,145.85771,0
"45","1432701230",2014-07-29,309000,3,1,1,FALSE,0,"4","6",1959,0,"98058",47.4485,-122.175,118.91584,124.49002,897.071368,818.289624,85.47076,33.44508
"46","8035350320",2014-07-18,488000,3,2.5,2,FALSE,0,"3","8",2003,0,"98019",47.7443,-121.977,293.57348,283.35415,1263.759509,857.680496,293.57348,0
"47","8945200830",2015-03-25,210490,3,1,1,FALSE,0,"3","6",1966,0,"98023",47.3066,-122.371,91.97397,114.084884,792.276784,821.26252,91.97397,0
"48","4178300310",2014-07-16,785000,4,2.5,2,FALSE,0,"4","9",1981,0,"98007",47.6194,-122.151,212.74787,248.98004,1246.386648,1271.377555,212.74787,0
"49","9215400105",2015-04-28,450000,3,1.75,1,FALSE,0,"4","7",1953,0,"98115",47.6796,-122.301,116.12875,90.11591,553.980589,473.8053,116.12875,0
"50","0822039084",2015-03-11,1350000,3,2.5,1,TRUE,2,"5","9",1953,0,"98070",47.4041,-122.451,255.761959,248.98004,6039.159515,6736.675239,201.134995,54.626964
"51","5245600105",2014-09-16,228000,3,1,1,FALSE,0,"3","7",1955,0,"98148",47.4258,-122.322,110.55457,110.55457,854.614697,869.943692,110.55457,0
"52","7231300125",2015-02-17,345000,5,2.5,1,FALSE,0,"4","8",1966,0,"98056",47.4934,-122.189,292.64445,184.87697,848.576002,848.483099,152.36092,140.28353
"53","7518505990",2014-12-31,6e+05,3,1.75,1,FALSE,0,"4","7",1950,0,"98117",47.6808,-122.384,130.99323,130.99323,379.04424,379.04424,92.903,38.09023
"54","3626039271",2015-02-05,585000,2,1.75,1,FALSE,0,"3","7",1981,0,"98117",47.6989,-122.369,183.94794,137.49644,794.32065,625.980414,91.97397,91.97397
"55","4217401195",2015-03-03,920000,5,2.25,1.5,FALSE,0,"3","8",1927,0,"98105",47.6571,-122.281,253.62519,253.62519,557.418,557.418,197.88339,55.7418
"56","9822700295",2014-05-12,885000,4,2.5,2,FALSE,0,"3","9",1995,0,"98105",47.6597,-122.29,262.91549,181.16085,464.515,464.515,262.91549,0
"57","9478500640",2014-08-19,292500,4,2.5,2,FALSE,0,"3","7",2008,0,"98042",47.3663,-122.114,209.03175,209.03175,417.598985,418.0635,209.03175,0
"58","2799800710",2015-04-07,301000,3,2.5,2,FALSE,0,"3","8",2003,0,"98042",47.3663,-122.122,224.82526,249.90907,441.28925,441.28925,224.82526,0
"59","7922800400",2014-08-27,951000,5,3.25,2,FALSE,4,"4","8",1968,0,"98008",47.588,-122.116,301.93475,274.99288,1332.414826,1026.020732,301.93475,0
"60","8079040320",2015-02-23,430000,4,3,2,FALSE,0,"3","8",1991,0,"98059",47.5059,-122.149,171.87055,210.88981,926.800328,793.577426,171.87055,0
"61","1516000055",2014-12-10,650000,3,2.25,1,FALSE,3,"4","8",1959,0,"98166",47.4336,-122.339,199.74145,238.76071,1972.795205,1755.8667,147.71577,52.02568
"62","9558200045",2014-08-28,289000,3,1.75,1,FALSE,0,"3","7",1954,0,"98148",47.4366,-122.335,117.05778,119.84487,780.3852,812.90125,117.05778,0
"63","5072410070",2014-10-21,505000,3,1.75,2,FALSE,0,"5","8",1973,0,"98166",47.4428,-122.344,234.022657,232.2575,807.32707,882.5785,234.022657,0
"64","9528102996",2014-12-07,549000,3,1.75,3,FALSE,0,"3","8",2014,0,"98115",47.6765,-122.32,143.07062,146.78674,96.990732,287.07027,143.07062,0
"65","1189001180",2014-06-03,425000,3,2.25,1,FALSE,0,"3","7",1979,0,"98122",47.6113,-122.297,154.21898,133.78032,557.418,379.04424,103.12233,51.09665
"66","3253500160",2014-11-20,317625,3,2.75,1.5,FALSE,0,"5","7",1925,0,"98144",47.5747,-122.304,257.34131,133.78032,353.867527,371.612,164.43831,92.903
"67","3394100030",2014-09-09,975000,4,2.5,2,FALSE,0,"3","10",1989,0,"98004",47.5815,-122.192,252.69616,255.48325,1026.485247,1026.485247,252.69616,0
"68","3717000160",2014-10-09,287000,4,2.5,2,FALSE,0,"3","7",2005,0,"98001",47.3378,-122.257,208.10272,206.337563,431.813144,423.358971,208.10272,0
"69","1274500060",2014-08-25,204000,3,1,1,FALSE,0,"4","7",1968,0,"98042",47.3621,-122.11,92.903,93.83203,1121.33921,1173.829405,92.903,0
"70","1802000060",2014-06-12,1325000,5,2.25,1,FALSE,0,"3","8",1965,0,"98004",47.6303,-122.215,297.2896,314.94117,1872.738674,1872.738674,148.6448,148.6448
"71","1525059190",2014-09-12,1040000,5,3.25,1,FALSE,0,"4","11",1973,0,"98005",47.6525,-122.16,443.14731,327.94759,4653.882882,3615.506051,285.21221,157.9351
"72","1049000060",2015-01-05,325000,3,2,1,FALSE,0,"4","7",1972,0,"98034",47.7362,-122.179,117.05778,152.36092,521.371636,440.824735,117.05778,0
"73","8820901275",2014-06-10,571000,4,2,1.5,FALSE,0,"5","7",1916,0,"98125",47.7168,-122.287,255.48325,140.28353,725.293721,725.293721,209.03175,46.4515
"74","5416510140",2014-07-10,360000,4,2.5,2,FALSE,0,"3","8",2005,0,"98038",47.3608,-122.036,221.10914,224.82526,464.515,464.515,221.10914,0
"75","3444100400",2015-03-16,349000,3,1.75,1,FALSE,0,"5","7",1965,0,"98042",47.3511,-122.073,166.29637,180.23182,4694.295687,4694.295687,101.26427,65.0321
"76","3276920270",2014-11-05,832500,4,4,2,FALSE,0,"4","10",1986,0,"98075",47.5822,-121.987,318.65729,301.00572,3261.081106,3253.46306,222.03817,96.61912
"77","4036801170",2014-10-13,380000,4,1.75,1,FALSE,0,"3","7",1956,0,"98008",47.6034,-122.125,163.50928,156.07704,678.1919,696.7725,81.75464,81.75464
"78","2391600320",2015-04-20,480000,3,1,1,FALSE,0,"3","7",1941,0,"98116",47.5636,-122.394,96.61912,82.68367,470.08918,470.08918,96.61912,0
"79","6300000287",2014-06-09,410000,3,1,1,FALSE,0,"4","7",1956,0,"98133",47.7073,-122.34,130.99323,104.98039,470.08918,528.896779,84.54173,46.4515
"80","1531000030",2015-03-23,720000,4,2.5,2,FALSE,0,"3","10",2002,0,"98010",47.342,-122.025,320.51535,311.22505,3686.669749,3692.89425,320.51535,0
"81","5104520400",2014-12-02,390000,3,2.5,2,FALSE,0,"3","8",2003,0,"98038",47.3512,-122.008,218.32205,218.32205,473.8053,498.238789,218.32205,0
"82","7437100340",2014-12-22,360000,4,2.5,2,FALSE,0,"3","7",1992,0,"98038",47.349,-122.031,176.5157,173.72861,547.105767,595.043715,176.5157,0
"83","9418400240",2014-10-28,355000,2,1,1,FALSE,0,"3","7",1948,0,"98118",47.5474,-122.291,187.66406,159.79316,624.30816,624.30816,93.83203,93.83203
"84","1523059105",2015-01-28,356000,3,1.5,1,FALSE,0,"3","8",1964,0,"98059",47.4811,-122.149,156.07704,171.87055,809.370936,817.267691,156.07704,0
"85","1133000671",2014-06-02,315000,3,1,1,FALSE,0,"3","6",1952,0,"98125",47.7264,-122.31,89.18688,145.85771,616.318502,669.180309,89.18688,0
"86","4232902595",2014-11-14,940000,3,1.5,2,FALSE,0,"3","9",1925,0,"98119",47.6337,-122.365,198.81242,187.66406,334.4508,445.9344,176.5157,22.29672
"87","2599001200",2014-11-03,305000,5,2.25,1.5,FALSE,0,"5","7",1961,0,"98092",47.2909,-122.189,247.12198,147.71577,780.3852,758.552995,247.12198,0
"88","3342103156",2014-06-18,461000,3,3.25,2,FALSE,0,"3","9",2006,0,"98056",47.5228,-122.199,257.34131,176.5157,583.245034,682.744147,183.94794,73.39337
"89","1332700270",2014-05-19,215000,2,2.25,2,FALSE,0,"4","7",1979,0,"98056",47.518,-122.194,149.57383,181.16085,189.52212,188.128575,149.57383,0
"90","3869900162",2014-09-04,335000,2,1.75,2,FALSE,0,"3","7",2006,0,"98136",47.5394,-122.387,95.69009,95.69009,99.034598,102.750718,71.070795,24.619295
"91","2791500270",2014-05-22,243500,4,2.5,2,FALSE,0,"3","7",1988,0,"98023",47.2897,-122.372,183.94794,183.94794,687.760909,697.70153,183.94794,0
"92","5036300431",2015-03-11,1099880,5,2.75,2,FALSE,0,"4","10",2001,0,"98199",47.6506,-122.391,327.01856,234.11556,590.212759,580.64375,327.01856,0
"93","4168000060",2015-02-26,153000,3,1,1,FALSE,0,"3","7",1962,0,"98023",47.322,-122.351,111.4836,125.41905,975.4815,975.4815,111.4836,0
"94","6021501535",2014-07-25,430000,3,1.5,1,FALSE,0,"3","8",1939,0,"98117",47.687,-122.386,146.78674,145.85771,464.515,418.0635,119.84487,26.94187
"95","6021501535",2014-12-23,7e+05,3,1.5,1,FALSE,0,"3","8",1939,0,"98117",47.687,-122.386,146.78674,145.85771,464.515,418.0635,119.84487,26.94187
"96","1483300570",2014-09-08,905000,4,2.5,1,FALSE,0,"3","7",1946,1991,"98040",47.5873,-122.249,306.5799,181.16085,952.25575,561.598635,222.03817,84.54173
"97","3422049190",2015-03-30,247500,3,1.75,1,FALSE,0,"3","7",1967,0,"98032",47.3576,-122.277,182.08988,162.58025,1456.811943,1450.773248,182.08988,0
"98","1099611230",2014-09-12,199000,4,1.5,1,FALSE,0,"4","7",1975,0,"98023",47.3036,-122.378,107.76748,107.76748,594.5792,594.5792,107.76748,0
"99","0722079104",2014-07-11,314000,3,1.75,1,FALSE,0,"5","7",1980,0,"98038",47.4109,-121.958,168.15443,153.28995,3883.3454,12545.249508,112.41263,55.7418
"100","7338200240",2014-05-16,437500,3,2.5,2,FALSE,2,"3","9",1992,0,"98045",47.4838,-121.714,215.53496,236.90265,3423.196841,3257.643695,215.53496,0
"101","1952200240",2014-06-11,850830,3,2.5,1.5,FALSE,0,"5","9",1910,0,"98102",47.6415,-122.315,192.30921,204.3866,1230.128623,418.0635,117.98681,74.3224
"102","5200100125",2014-10-27,555000,3,2,1.5,FALSE,0,"4","7",1929,0,"98117",47.6775,-122.372,183.94794,149.57383,323.116634,323.116634,133.78032,50.16762
"103","7214720075",2014-12-12,699950,3,2.25,2,FALSE,0,"4","8",1983,0,"98077",47.7731,-122.08,203.45757,238.76071,9995.712479,4438.626631,203.45757,0
"104","2450000295",2014-10-07,1088000,3,2.5,2,FALSE,0,"3","8",1950,2010,"98004",47.5814,-122.196,271.27676,220.18011,753.722039,753.722039,271.27676,0
"105","6197800045",2014-09-24,290000,3,1,1,FALSE,0,"3","7",1954,0,"98058",47.4375,-122.184,112.41263,152.36092,3151.176857,1385.18373,112.41263,0
"106","1328310370",2015-04-02,375000,3,2.5,1,FALSE,0,"4","8",1978,0,"98058",47.4431,-122.133,217.39302,209.03175,929.494515,758.274286,135.63838,81.75464
"107","0546000875",2014-05-23,460000,3,1,1.5,FALSE,0,"4","7",1939,0,"98117",47.6878,-122.38,155.14801,115.19972,372.076515,372.076515,108.69651,46.4515
"108","3530510041",2014-07-23,188500,2,1.75,1,FALSE,0,"4","8",1985,0,"98198",47.3813,-122.322,115.19972,117.98681,231.607179,461.356298,115.19972,0
"109","1853000400",2015-03-05,680000,4,2.5,2,FALSE,0,"4","10",1991,0,"98077",47.7304,-122.082,291.71542,277.77997,2604.721411,3251.697903,291.71542,0
"110","3134100116",2014-08-27,470000,5,1.75,2,FALSE,0,"4","7",1942,0,"98052",47.6417,-122.109,188.59309,232.2575,1146.608826,876.353999,188.59309,0
"111","9545230140",2014-07-25,597750,4,2.5,2,FALSE,0,"3","8",1984,0,"98027",47.5386,-122.053,214.60593,180.23182,894.098472,895.213308,214.60593,0
"112","3362400511",2015-03-04,570000,3,1.75,1,FALSE,0,"5","6",1905,0,"98103",47.6823,-122.349,117.05778,128.20614,309.181184,328.505008,65.0321,52.02568
"113","2525310310",2014-09-16,272500,3,1.75,1,FALSE,0,"4","7",1980,0,"98038",47.3624,-122.031,143.07062,143.07062,1170.5778,1082.877368,107.76748,35.30314
"114","6126500060",2014-11-24,329950,3,1.75,1,FALSE,2,"3","7",1971,0,"98108",47.5474,-122.295,193.23824,194.16727,554.538007,510.9665,100.33524,92.903
"115","8961960160",2014-10-28,480000,4,2.5,2,FALSE,3,"3","9",2001,0,"98001",47.3183,-122.253,300.07669,245.26392,1502.334413,791.254851,234.11556,65.96113
"116","3626039325",2014-11-21,740500,3,3.5,2,FALSE,0,"3","8",1900,1999,"98117",47.6981,-122.368,406.91514,170.01249,589.93405,589.93405,258.27034,148.6448
"117","3362400431",2014-06-26,518500,3,3.5,3,FALSE,0,"3","8",2010,0,"98103",47.6824,-122.347,147.71577,150.50286,102.379106,294.130898,147.71577,0
"118","4060000240",2014-06-23,205425,2,1,1,FALSE,0,"4","6",1945,0,"98178",47.5009,-122.248,81.75464,110.55457,629.88234,629.88234,81.75464,0
"119","3454800060",2015-01-08,171800,4,2,1,FALSE,0,"3","6",1950,0,"98168",47.4965,-122.303,145.85771,174.65764,891.8688,836.127,145.85771,0
"120","1695900060",2015-05-11,535000,4,1,1.5,FALSE,0,"4","7",1925,0,"98144",47.587,-122.294,149.57383,149.57383,277.036746,375.32812,149.57383,0
"121","7278700070",2015-01-02,660000,3,2.5,1,FALSE,2,"3","8",1964,0,"98177",47.7728,-122.386,222.9672,217.39302,601.454022,1008.554968,144.92868,78.03852
"122","6675500070",2014-11-19,391500,3,2,1,FALSE,0,"3","7",1987,0,"98034",47.7288,-122.226,134.70935,146.78674,848.390196,845.788912,134.70935,0
"123","3626039187",2015-04-06,395000,2,1,1,FALSE,0,"3","6",1953,0,"98117",47.6999,-122.364,71.53531,158.86413,557.418,557.418,71.53531,0
"124","3524049083",2014-11-04,445000,4,1.75,1.5,FALSE,0,"5","7",1924,0,"98118",47.5299,-122.266,195.0963,171.87055,408.7732,408.7732,159.79316,35.30314
"125","3275860240",2014-06-18,770000,3,2.25,2,FALSE,0,"3","9",1990,0,"98052",47.6897,-122.098,270.34773,250.8381,947.982212,1299.898776,270.34773,0
"126","4389200955",2015-03-02,1450000,4,2.75,1.5,FALSE,0,"3","8",1914,1992,"98004",47.6141,-122.212,255.48325,284.28318,1652.651467,1047.481325,183.94794,71.53531
"127","4058801670",2014-07-17,445000,3,2.25,1,FALSE,2,"3","8",1967,0,"98178",47.5091,-122.244,195.0963,247.12198,761.897503,809.370936,150.50286,44.59344
"128","8732020310",2014-07-17,260000,4,2.25,1,FALSE,0,"3","8",1978,0,"98023",47.3129,-122.39,200.67048,194.16727,818.568333,780.3852,126.34808,74.3224
"129","2331300505",2014-06-13,822500,5,3.5,2,FALSE,0,"5","7",1926,0,"98103",47.6763,-122.352,215.53496,157.9351,460.79888,460.79888,159.79316,55.7418
"130","7853210060",2015-04-06,430000,4,2.5,2,FALSE,0,"3","7",2004,0,"98065",47.5319,-121.85,192.30921,183.01891,400.41193,348.200444,192.30921,0
"131","3668000070",2015-01-05,212000,3,1.75,1,FALSE,0,"4","7",1986,0,"98092",47.2761,-122.152,98.47718,131.92226,731.611125,713.49504,98.47718,0
"132","9545240070",2015-04-28,660500,4,2.25,1,FALSE,0,"3","8",1986,0,"98027",47.5343,-122.054,186.73503,191.38018,892.147509,909.799079,133.78032,52.95471
"133","1243100136",2014-06-12,784000,3,3.5,1.5,FALSE,0,"3","9",1989,0,"98052",47.697,-122.072,366.96685,230.39944,10319.479434,8221.9155,228.54138,138.42547
"134","8929000270",2014-05-12,453246,3,2.5,2,FALSE,0,"3","8",2014,0,"98029",47.5517,-121.998,186.73503,157.00607,212.469161,154.404786,129.13517,57.59986
"135","2767602356",2015-01-26,675000,4,3.5,3,FALSE,0,"3","9",2005,0,"98107",47.6734,-122.38,198.81242,143.07062,211.633034,212.283355,198.81242,0
"136","0921049315",2014-08-13,199000,3,1.75,1,FALSE,0,"4","7",1956,0,"98003",47.3257,-122.296,122.63196,143.99965,1615.58317,1789.776295,122.63196,0
"137","3655000070",2014-08-05,220000,4,1.75,1,FALSE,0,"3","7",1968,0,"98003",47.3309,-122.299,187.66406,162.58025,728.35952,756.23042,93.83203,93.83203
"138","4027700812",2014-05-29,452000,4,2.25,1,FALSE,0,"4","8",1968,0,"98028",47.7689,-122.266,240.61877,143.99965,929.215806,969.535708,124.49002,116.12875
"139","3992700335",2014-07-07,382500,2,1,1,FALSE,0,"3","6",1981,0,"98125",47.7135,-122.287,110.55457,98.47718,412.48932,530.940645,110.55457,0
"140","2767603505",2014-05-07,519950,3,2.25,3,FALSE,0,"3","8",2014,0,"98107",47.6722,-122.381,108.69651,125.41905,116.035847,121.70293,108.69651,0
"141","4232901525",2014-06-27,665000,2,1,1,FALSE,0,"3","7",1925,0,"98119",47.6338,-122.358,103.12233,108.69651,297.2896,334.4508,103.12233,0
"142","1777500060",2014-07-08,527700,5,2.5,1,FALSE,0,"4","8",1968,0,"98006",47.5707,-122.128,261.98646,261.98646,870.965625,870.965625,143.99965,117.98681
"143","1432900240",2015-05-08,205000,3,1,1,FALSE,0,"4","7",1962,0,"98058",47.4563,-122.171,149.57383,149.57383,797.014837,797.014837,93.83203,55.7418
"144","6140100875",2015-04-15,420000,3,1,1,FALSE,0,"4","7",1923,0,"98133",47.7144,-122.351,98.47718,144.92868,752.235591,737.64982,87.32882,11.14836
"145","6071600370",2015-02-27,5e+05,4,2.25,1,FALSE,0,"4","8",1961,0,"98006",47.5495,-122.174,188.59309,207.17369,791.254851,819.776072,128.20614,60.38695
"146","1526069017",2014-12-03,921500,4,2.5,2,FALSE,0,"4","9",1994,0,"98077",47.7421,-122.026,340.95401,263.84452,29299.190722,8174.627873,340.95401,0
"147","0809001525",2014-06-25,890000,4,1,2,FALSE,0,"3","8",1905,0,"98109",47.6354,-122.353,236.90265,204.3866,371.612,371.612,220.18011,16.72254
"148","3224079105",2014-08-06,430000,2,2.5,2,FALSE,0,"3","7",2007,0,"98027",47.5262,-121.943,224.82526,180.23182,5665.596552,18008.503326,224.82526,0
"149","8075400570",2014-10-30,258000,5,2,1,FALSE,0,"4","8",1960,0,"98032",47.3887,-122.286,209.96078,126.34808,1161.2875,1672.254,104.98039,104.98039
"150","1994200024",2014-11-04,511000,3,1,1,FALSE,0,"3","7",1947,0,"98103",47.6873,-122.336,132.85129,134.70935,320.979865,427.260897,91.04494,41.80635
"151","3362900810",2014-08-20,532170,3,2,2,FALSE,0,"3","8",1990,0,"98103",47.6838,-122.353,126.34808,139.3545,287.07027,287.07027,126.34808,0
"152","1324300398",2015-04-09,560000,3,1,1.5,FALSE,0,"3","7",1947,0,"98107",47.655,-122.359,103.12233,131.92226,464.515,464.515,103.12233,0
"153","0537000445",2015-03-31,282950,3,1,1,FALSE,0,"4","7",1954,0,"98003",47.3255,-122.304,116.12875,156.07704,761.8046,802.031599,116.12875,0
"154","7855801670",2015-04-01,2250000,4,3.25,2,FALSE,3,"3","12",2006,0,"98006",47.562,-122.162,481.23754,293.57348,1844.12455,905.80425,328.87662,152.36092
"155","7920100045",2014-05-16,350000,1,1,1,FALSE,0,"3","7",1942,0,"98115",47.679,-122.3,65.0321,93.83203,473.8053,473.8053,65.0321,0
"156","8960000030",2014-07-28,215000,3,1,1,FALSE,0,"4","7",1967,0,"98058",47.4479,-122.176,109.62554,110.55457,712.473107,712.473107,109.62554,0
"157","6388930390",2014-11-20,650000,5,3.5,2,FALSE,0,"3","9",1996,0,"98056",47.525,-122.172,367.89588,245.26392,2345.336235,1270.448525,232.2575,135.63838
"158","8731900200",2014-08-07,320000,4,2.75,1,FALSE,0,"3","8",1967,0,"98023",47.3135,-122.369,245.26392,183.94794,696.7725,731.611125,150.50286,94.76106
"159","8029200135",2014-11-13,247000,3,2,1.5,FALSE,0,"3","7",1916,2013,"98022",47.2086,-121.996,117.98681,107.76748,668.715794,668.715794,117.98681,0
"160","1081200350",2014-10-03,320000,4,1.75,1,FALSE,0,"4","8",1968,0,"98059",47.4715,-122.118,163.50928,160.72219,1038.65554,1038.65554,163.50928,0
"161","0084000105",2014-05-07,255000,5,2.25,1,FALSE,0,"3","7",1962,0,"98146",47.4877,-122.335,191.38018,93.83203,801.938696,1085.10704,95.69009,95.69009
